25.000000,40.000000
25.000000,40.000000
25.000000,40.000000
25.000000,40.000000
25.000000,40.000000
25.000000,40.000000
25.000000,40.000000
25.000000,40.000000
24.583884,38.546874
24.583884,38.546874
24.583884,38.546874
24.583884,38.546874
24.583884,38.546874
23.551580,38.090744
23.723855,37.739121
22.940806,38.213176
22.998208,36.376014
22.998208,36.376014
23.314136,35.872644
23.090799,35.453772
22.857590,34.803709
22.857590,34.803709
22.857590,34.803709
20.881590,36.569203
20.881590,36.569203
19.408539,36.029420
18.587549,34.964586
18.680016,34.466037
19.281379,33.410510
19.281379,33.410510
19.281379,33.410510
18.271257,33.802998
18.271257,33.802998
18.460550,33.422444
18.460550,33.422444
17.473309,32.935842
17.473309,32.935842
17.592359,31.278014
18.423906,30.157186
18.637427,29.164132
18.510895,28.683554
19.540735,26.933652
20.117133,25.773336
20.117133,25.773336
20.117133,25.773336
20.117133,25.773336
19.224480,25.901760
18.627093,25.898597
18.627093,25.898597
18.627093,25.898597
18.626303,25.416187
18.626303,25.416187
17.708507,25.394961
17.588926,24.092237
16.936884,23.641418
17.404580,22.089314
17.404580,22.089314
17.404580,22.089314
17.404580,22.089314
17.728365,22.135263
17.786647,22.185494
17.631186,22.323319
17.631186,22.323319
17.597327,23.269989
17.597327,23.269989
17.597327,23.269989
17.597327,23.269989
17.597327,23.269989
17.597327,23.269989
17.597327,23.269989
17.597327,23.269989
15.923082,24.231687
16.644368,24.041143
16.644368,24.041143
17.269563,21.952728
17.269563,21.952728
17.269563,21.952728
17.269563,21.952728
17.000950,22.972539
16.431111,24.121948
15.799481,23.777864
15.799481,23.777864
16.731409,25.230312
16.418945,23.456428
16.965159,22.759693
16.965159,22.759693
16.541882,23.056262
16.541882,23.056262
16.541882,23.056262
18.060354,21.995578
18.060354,21.995578
18.060354,21.995578
18.201429,22.723303
18.129188,22.914184
17.363632,20.826689
17.363632,20.826689
17.363632,20.826689
17.611528,21.336797
17.611528,21.336797
18.403829,20.976316
18.403829,20.976316
18.403829,20.976316
18.403829,20.976316
18.403829,20.976316
18.403829,20.976316
18.403829,20.976316
18.403829,20.976316
19.069601,19.531550
18.629574,20.819856
18.629574,20.819856
17.946463,21.408061
17.946463,21.408061
17.436575,24.078058
17.857281,22.663212
17.806772,22.452037
17.806772,22.452037
17.288022,23.155126
17.131208,23.290692
17.131208,23.290692
17.131208,23.290692
16.974337,23.485172
17.173531,23.124017
17.173531,23.124017
18.303707,21.644097
18.429042,21.953225
18.429042,21.953225
17.950937,21.037422
17.950937,21.037422
17.950937,21.037422
17.834653,20.269802
17.834653,20.269802
17.531431,20.088736
18.169236,18.670982
18.218397,18.344752
19.709217,17.858044
19.709217,17.858044
19.709217,17.858044
19.633557,18.248434
18.504074,19.634715
17.807100,20.385153
17.807100,20.385153
17.843293,20.142666
17.843293,20.142666
17.843293,20.142666
17.843293,20.142666
18.484903,18.275947
18.484903,18.275947
18.484903,18.275947
18.484903,18.275947
18.484903,18.275947
19.113901,17.918726
19.113901,17.918726
19.113901,17.918726
19.113901,17.918726
19.113901,17.918726
18.978342,18.557357
19.604298,17.991114
19.604298,17.991114
18.853632,17.430159
18.853632,17.430159
18.991546,16.935290
19.734344,16.901381
19.601993,16.351447
19.601993,16.351447
19.601993,16.351447
18.639659,17.711682
18.639659,17.711682
18.639659,17.711682
18.639659,17.711682
18.639659,17.711682
18.594726,17.109190
