20.680375,4.894383,20.566198,0.559688,-nan
20.075478,4.729606,21.102658,0.515243,-nan
20.030272,4.858477,20.832227,0.517923,-nan
20.862662,4.994188,21.266820,0.446244,-nan
19.895264,4.737075,20.541284,0.507079,-nan
19.697152,4.366866,19.758901,0.606864,-nan
19.723017,4.705978,19.984181,0.566070,-nan
19.771592,4.699561,20.929731,0.524574,-nan
19.825081,4.969475,20.730188,0.602879,-nan
19.529998,5.277199,21.568241,0.516831,-nan
19.581989,4.863255,20.952669,0.549476,-nan
19.279775,4.427426,19.992715,0.541016,-nan
18.756335,4.898060,20.797131,0.611200,-nan
18.835855,4.773267,21.317629,0.613707,-nan
18.899068,4.312548,21.192904,0.700074,-nan
19.340973,4.096841,21.669972,0.728070,-nan
19.716696,3.762815,21.550181,0.804085,-nan
19.377370,3.491783,22.336926,0.774157,-nan
20.290306,3.580424,22.651534,0.845892,-nan
21.138246,3.478860,23.281068,0.882736,-nan
21.103227,3.194685,24.181573,0.966762,-nan
21.865352,3.335766,24.045480,0.990681,-nan
22.437356,3.143224,23.939547,0.935902,-nan
21.989825,3.199667,23.772549,0.869824,-nan
21.196168,2.825743,23.763438,0.921919,-nan
22.066176,3.010188,23.529814,0.971873,-nan
21.654496,2.742449,23.698791,0.920756,-nan
22.118793,2.367924,24.285732,0.853576,-nan
21.267853,2.818028,23.390790,0.857889,-nan
20.747978,3.115826,23.856099,0.889201,-nan
21.026894,3.375561,23.043060,0.816182,-nan
20.183359,2.945468,22.452370,0.808466,-nan
20.329996,3.201048,21.556248,0.740027,-nan
19.738653,3.591004,20.807185,0.839587,-nan
20.479733,3.163333,19.815508,0.924201,-nan
19.840477,2.826464,19.598889,1.006806,-nan
19.558668,2.878949,19.757749,0.997321,-nan
18.757948,2.909757,20.272336,0.958181,-nan
18.911890,3.287371,20.767955,0.983963,-nan
19.407496,3.620610,21.618708,1.058617,-nan
20.366364,3.864421,22.425441,1.155336,-nan
20.360881,3.528389,23.085464,1.233126,-nan
20.660295,3.276433,23.344424,1.178953,-nan
20.294030,3.105210,22.807280,1.093785,-nan
19.741343,3.256342,22.828652,1.188078,-nan
19.833556,3.475611,22.055213,1.182375,-nan
20.722193,3.426528,21.727915,1.251912,-nan
19.728655,3.271471,21.924878,1.318561,-nan
20.079607,3.254422,21.888749,1.279552,-nan
19.444719,3.376244,20.970478,1.262349,-nan
19.792592,3.513885,20.664710,1.199273,-nan
20.046908,3.744614,20.321458,1.247361,-nan
20.888736,3.929370,20.627719,1.198814,-nan
20.064024,3.689867,21.382487,1.236039,-nan
19.286575,3.551468,21.535868,1.254681,-nan
18.864131,3.827235,21.112627,1.220609,-nan
19.832857,3.330814,21.767409,1.186905,-nan
19.705851,3.789451,22.605270,1.239880,-nan
18.948137,3.975237,22.372934,1.294734,-nan
19.780683,4.337154,21.780030,1.353466,-nan
19.375260,4.742086,22.599316,1.428261,-nan
19.527659,4.404843,22.147138,1.501177,-nan
19.454983,4.753785,22.139093,1.459388,-nan
19.823340,4.981336,21.417210,1.480010,-nan
20.499607,5.205588,20.773625,1.424403,-nan
19.742125,4.843826,20.494510,1.389364,-nan
20.559094,4.965921,21.168165,1.452990,-nan
20.229038,4.860249,21.485828,1.474766,-nan
19.531498,4.432794,20.701524,1.504208,-nan
19.108037,4.264179,19.883821,1.489673,-nan
19.275177,4.029641,20.201315,1.542029,-nan
18.589722,4.412677,20.452645,1.545572,-nan
18.704843,4.338877,21.112523,1.524449,-nan
18.356870,4.568237,21.389832,1.621418,-nan
19.151990,4.204311,21.211408,1.522500,-nan
19.700763,3.997990,20.440743,1.595607,-nan
18.799088,3.947095,21.413678,1.637189,-nan
18.746876,4.312276,20.601517,1.557101,-nan
18.350402,4.469396,21.219707,1.483441,-nan
17.457246,4.427111,21.781444,1.521856,-nan
